[1455042600] LOG ROTATION: DAILY
[1455042600] LOG VERSION: 2.0
[1455042600] CURRENT HOST STATE: Nagios Server;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.04 ms
[1455042600] CURRENT HOST STATE: credr_DW_52.76.17.124;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.42 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_master_52.76.120.118;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.71 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_middle_52.76.193.246;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.60 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_slave_52.76.187.176;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.63 ms
[1455042600] CURRENT HOST STATE: credr_dev_52.74.244.220;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.63 ms
[1455042600] CURRENT HOST STATE: credr_prod_52.74.247.15;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.54 ms
[1455042600] CURRENT HOST STATE: credr_prodsolr_52.74.114.132;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.33 ms
[1455042600] CURRENT HOST STATE: credr_stage_52.76.16.57;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.12 ms
[1455097959] Warning: Return code of 255 for check of service 'Celery Process credrWebApp' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097962] Warning: Return code of 255 for check of service 'Celery Memory Usage' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097972] Warning: Return code of 255 for check of service 'Redis Service' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097978] Warning: Return code of 255 for check of service 'Memory' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097989] Warning: Return code of 255 for check of service 'Ping Check' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097994] Warning: Return code of 255 for check of service 'Celery Process crmserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097995] Warning: Return code of 255 for check of service 'Celery Memory credr-core' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098010] Warning: Return code of 255 for check of service 'Celery Process Total' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098012] Warning: Return code of 255 for check of service 'Root Partition' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098019] Warning: Return code of 255 for check of service 'Celery Memory emailserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098019] Warning: Return code of 255 for check of service 'CPU Usage' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098019] Warning: Return code of 255 for check of service 'Celery Process credr-core' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098025] Warning: Return code of 255 for check of service 'Redis Memory Usage' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098052] Warning: Return code of 255 for check of service 'Celery Memory credrWebApp' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098069] Warning: Return code of 255 for check of service 'Current Users' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098072] Warning: Return code of 255 for check of service 'Celery Memory crmserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098076] Warning: Return code of 255 for check of service 'Celery Memory smsserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098081] Warning: Return code of 255 for check of service 'Celery Process emailserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098094] Warning: Return code of 255 for check of service 'Total Processes' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098109] Warning: Return code of 255 for check of service 'Zombie Process' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098109] Warning: Return code of 255 for check of service 'Celery Process smsserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455098184] HOST ALERT: credr_stage_52.76.16.57;DOWN;SOFT;1;PING CRITICAL - Packet loss = 100%
[1455098207] SERVICE ALERT: credr_stage_52.76.16.57;Root Partition;OK;HARD;3;DISK OK - free space: / 25143 MB (87% inode=85%):
[1455098207] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Root Partition;OK;notify-service-by-email;DISK OK - free space: / 25143 MB (87% inode=85%):
[1455098207] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Root Partition;OK;notify-service-by-email;DISK OK - free space: / 25143 MB (87% inode=85%):
[1455098207] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Root Partition;OK;notify-service-by-email;DISK OK - free space: / 25143 MB (87% inode=85%):
[1455098207] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Root Partition;OK;notify-service-by-email;DISK OK - free space: / 25143 MB (87% inode=85%):
[1455098207] wproc: NOTIFY job 11694 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098207] wproc:   host=credr_stage_52.76.16.57; service=Root Partition; contact=nagiosinfra
[1455098207] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098207] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098207] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098211] HOST ALERT: credr_stage_52.76.16.57;UP;SOFT;2;PING WARNING - Packet loss = 81%, RTA = 0.62 ms
[1455098214] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory emailserv;OK;HARD;3;Memory used by celery_emailserv process :: 35.0234 MB
[1455098214] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory emailserv;OK;notify-service-by-email;Memory used by celery_emailserv process :: 35.0234 MB
[1455098214] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory emailserv;OK;notify-service-by-email;Memory used by celery_emailserv process :: 35.0234 MB
[1455098214] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory emailserv;OK;notify-service-by-email;Memory used by celery_emailserv process :: 35.0234 MB
[1455098214] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory emailserv;OK;notify-service-by-email;Memory used by celery_emailserv process :: 35.0234 MB
[1455098214] wproc: NOTIFY job 11695 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455098214] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory emailserv; contact=nagiosinfra
[1455098214] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098214] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098214] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098214] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455098214] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process credr-core;OK;HARD;3;celery_credrcore worker process running: 1
[1455098214] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process credr-core;OK;notify-service-by-email;celery_credrcore worker process running: 1
[1455098214] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process credr-core;OK;notify-service-by-email;celery_credrcore worker process running: 1
[1455098214] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process credr-core;OK;notify-service-by-email;celery_credrcore worker process running: 1
[1455098214] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process credr-core;OK;notify-service-by-email;celery_credrcore worker process running: 1
[1455098214] wproc: NOTIFY job 11696 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455098214] wproc:   host=credr_stage_52.76.16.57; service=Celery Process credr-core; contact=nagiosinfra
[1455098214] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098214] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098214] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098221] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process Total;OK;HARD;3;celery worker process running: 4
[1455098221] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process Total;OK;notify-service-by-email;celery worker process running: 4
[1455098221] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process Total;OK;notify-service-by-email;celery worker process running: 4
[1455098221] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process Total;OK;notify-service-by-email;celery worker process running: 4
[1455098221] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process Total;OK;notify-service-by-email;celery worker process running: 4
[1455098221] wproc: NOTIFY job 11697 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455098221] wproc:   host=credr_stage_52.76.16.57; service=Celery Process Total; contact=nagiosinfra
[1455098221] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098221] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098221] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098232] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory credrWebApp;OK;HARD;3;Memory used by credrWebApp process :: 67.6758 MB
[1455098232] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory credrWebApp;OK;notify-service-by-email;Memory used by credrWebApp process :: 67.6758 MB
[1455098232] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory credrWebApp;OK;notify-service-by-email;Memory used by credrWebApp process :: 67.6758 MB
[1455098232] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory credrWebApp;OK;notify-service-by-email;Memory used by credrWebApp process :: 67.6758 MB
[1455098232] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory credrWebApp;OK;notify-service-by-email;Memory used by credrWebApp process :: 67.6758 MB
[1455098232] wproc: NOTIFY job 11700 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098232] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory credrWebApp; contact=nagiosinfra
[1455098232] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098232] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098232] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098249] SERVICE ALERT: credr_stage_52.76.16.57;Current Users;OK;HARD;3;USERS OK - 0 users currently logged in
[1455098249] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Current Users;OK;notify-service-by-email;USERS OK - 0 users currently logged in
[1455098249] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Current Users;OK;notify-service-by-email;USERS OK - 0 users currently logged in
[1455098249] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Current Users;OK;notify-service-by-email;USERS OK - 0 users currently logged in
[1455098249] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Current Users;OK;notify-service-by-email;USERS OK - 0 users currently logged in
[1455098249] wproc: NOTIFY job 11705 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455098249] wproc:   host=credr_stage_52.76.16.57; service=Current Users; contact=nagiosinfra
[1455098249] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098249] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098249] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098249] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455098252] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory crmserv;OK;HARD;3;Memory used by celery_crmserv process :: 3.25 MB
[1455098252] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory crmserv;OK;notify-service-by-email;Memory used by celery_crmserv process :: 3.25 MB
[1455098252] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory crmserv;OK;notify-service-by-email;Memory used by celery_crmserv process :: 3.25 MB
[1455098252] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory crmserv;OK;notify-service-by-email;Memory used by celery_crmserv process :: 3.25 MB
[1455098252] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory crmserv;OK;notify-service-by-email;Memory used by celery_crmserv process :: 3.25 MB
[1455098252] wproc: NOTIFY job 11707 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098252] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory crmserv; contact=nagiosinfra
[1455098252] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098252] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098252] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098256] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory smsserv;OK;HARD;3;Memory used by celery_smsserv process :: 3.26562 MB
[1455098256] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory smsserv;OK;notify-service-by-email;Memory used by celery_smsserv process :: 3.26562 MB
[1455098256] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory smsserv;OK;notify-service-by-email;Memory used by celery_smsserv process :: 3.26562 MB
[1455098256] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory smsserv;OK;notify-service-by-email;Memory used by celery_smsserv process :: 3.26562 MB
[1455098256] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory smsserv;OK;notify-service-by-email;Memory used by celery_smsserv process :: 3.26562 MB
[1455098256] wproc: NOTIFY job 11708 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455098256] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory smsserv; contact=nagiosinfra
[1455098256] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098256] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098256] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098261] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process emailserv;OK;HARD;3;emailserv worker process running: 1
[1455098261] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process emailserv;OK;notify-service-by-email;emailserv worker process running: 1
[1455098261] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process emailserv;OK;notify-service-by-email;emailserv worker process running: 1
[1455098261] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process emailserv;OK;notify-service-by-email;emailserv worker process running: 1
[1455098261] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process emailserv;OK;notify-service-by-email;emailserv worker process running: 1
[1455098261] wproc: NOTIFY job 11710 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098261] wproc:   host=credr_stage_52.76.16.57; service=Celery Process emailserv; contact=nagiosinfra
[1455098261] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098261] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098261] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098274] SERVICE ALERT: credr_stage_52.76.16.57;Total Processes;OK;HARD;3;PROCS OK: 125 processes
[1455098274] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Total Processes;OK;notify-service-by-email;PROCS OK: 125 processes
[1455098274] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Total Processes;OK;notify-service-by-email;PROCS OK: 125 processes
[1455098274] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Total Processes;OK;notify-service-by-email;PROCS OK: 125 processes
[1455098274] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Total Processes;OK;notify-service-by-email;PROCS OK: 125 processes
[1455098274] wproc: NOTIFY job 11714 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098274] wproc:   host=credr_stage_52.76.16.57; service=Total Processes; contact=nagiosinfra
[1455098274] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098274] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098274] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098289] SERVICE ALERT: credr_stage_52.76.16.57;Zombie Process;OK;HARD;3;PROCS OK: 0 processes with STATE = Z
[1455098289] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Zombie Process;OK;notify-service-by-email;PROCS OK: 0 processes with STATE = Z
[1455098289] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Zombie Process;OK;notify-service-by-email;PROCS OK: 0 processes with STATE = Z
[1455098289] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Zombie Process;OK;notify-service-by-email;PROCS OK: 0 processes with STATE = Z
[1455098289] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Zombie Process;OK;notify-service-by-email;PROCS OK: 0 processes with STATE = Z
[1455098289] wproc: NOTIFY job 11715 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455098289] wproc:   host=credr_stage_52.76.16.57; service=Zombie Process; contact=nagiosinfra
[1455098289] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098289] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098289] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098289] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process smsserv;OK;HARD;3;smsserv worker process running: 1
[1455098289] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process smsserv;OK;notify-service-by-email;smsserv worker process running: 1
[1455098289] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process smsserv;OK;notify-service-by-email;smsserv worker process running: 1
[1455098289] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process smsserv;OK;notify-service-by-email;smsserv worker process running: 1
[1455098289] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process smsserv;OK;notify-service-by-email;smsserv worker process running: 1
[1455098289] wproc: NOTIFY job 11717 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098289] wproc:   host=credr_stage_52.76.16.57; service=Celery Process smsserv; contact=nagiosinfra
[1455098289] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098289] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098289] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098305] SERVICE ALERT: credr_stage_52.76.16.57;Current Load;OK;HARD;3;OK - load average: 1.33, 0.61, 0.23
[1455098305] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Current Load;OK;notify-service-by-email;OK - load average: 1.33, 0.61, 0.23
[1455098305] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Current Load;OK;notify-service-by-email;OK - load average: 1.33, 0.61, 0.23
[1455098305] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Current Load;OK;notify-service-by-email;OK - load average: 1.33, 0.61, 0.23
[1455098305] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Current Load;OK;notify-service-by-email;OK - load average: 1.33, 0.61, 0.23
[1455098305] wproc: NOTIFY job 11722 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455098305] wproc:   host=credr_stage_52.76.16.57; service=Current Load; contact=nagiosinfra
[1455098305] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098305] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098305] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098319] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process credrWebApp;OK;HARD;3;credrWebApp worker process running: 3
[1455098319] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process credrWebApp;OK;notify-service-by-email;credrWebApp worker process running: 3
[1455098319] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process credrWebApp;OK;notify-service-by-email;credrWebApp worker process running: 3
[1455098319] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process credrWebApp;OK;notify-service-by-email;credrWebApp worker process running: 3
[1455098319] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process credrWebApp;OK;notify-service-by-email;credrWebApp worker process running: 3
[1455098319] wproc: NOTIFY job 11724 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098319] wproc:   host=credr_stage_52.76.16.57; service=Celery Process credrWebApp; contact=nagiosinfra
[1455098319] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098319] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098319] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098319] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455098322] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory Usage;OK;HARD;3;Memory used by celery process :: 3.24609 MB
[1455098322] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory Usage;OK;notify-service-by-email;Memory used by celery process :: 3.24609 MB
[1455098322] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory Usage;OK;notify-service-by-email;Memory used by celery process :: 3.24609 MB
[1455098322] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory Usage;OK;notify-service-by-email;Memory used by celery process :: 3.24609 MB
[1455098322] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory Usage;OK;notify-service-by-email;Memory used by celery process :: 3.24609 MB
[1455098322] wproc: NOTIFY job 11725 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455098322] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory Usage; contact=nagiosinfra
[1455098322] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098322] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098322] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098324] SERVICE ALERT: credr_stage_52.76.16.57;Nginx http;OK;HARD;3;HTTP OK: HTTP/1.1 200 OK - 1099 bytes in 0.003 second response time
[1455098324] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Nginx http;OK;notify-service-by-email;HTTP OK: HTTP/1.1 200 OK - 1099 bytes in 0.003 second response time
[1455098324] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Nginx http;OK;notify-service-by-email;HTTP OK: HTTP/1.1 200 OK - 1099 bytes in 0.003 second response time
[1455098324] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Nginx http;OK;notify-service-by-email;HTTP OK: HTTP/1.1 200 OK - 1099 bytes in 0.003 second response time
[1455098324] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Nginx http;OK;notify-service-by-email;HTTP OK: HTTP/1.1 200 OK - 1099 bytes in 0.003 second response time
[1455098324] wproc: NOTIFY job 11727 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455098324] wproc:   host=credr_stage_52.76.16.57; service=Nginx http; contact=nagiosinfra
[1455098324] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098324] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098324] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098324] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455098333] SERVICE ALERT: credr_stage_52.76.16.57;Redis Service;OK;HARD;3;OK - uptime_in_days: 0
[1455098333] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Redis Service;OK;notify-service-by-email;OK - uptime_in_days: 0
[1455098333] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Redis Service;OK;notify-service-by-email;OK - uptime_in_days: 0
[1455098333] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Redis Service;OK;notify-service-by-email;OK - uptime_in_days: 0
[1455098333] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Redis Service;OK;notify-service-by-email;OK - uptime_in_days: 0
[1455098333] wproc: NOTIFY job 11730 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098333] wproc:   host=credr_stage_52.76.16.57; service=Redis Service; contact=nagiosinfra
[1455098333] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098333] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098333] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098338] SERVICE ALERT: credr_stage_52.76.16.57;Memory;OK;HARD;3;[MEMORY] Total: 7984 MB - Used: 554 MB - 6% [SWAP] Total: 0 MB - Used: 0 MB - 0%
[1455098338] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Memory;OK;notify-service-by-email;[MEMORY] Total: 7984 MB - Used: 554 MB - 6% [SWAP] Total: 0 MB - Used: 0 MB - 0%
[1455098338] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Memory;OK;notify-service-by-email;[MEMORY] Total: 7984 MB - Used: 554 MB - 6% [SWAP] Total: 0 MB - Used: 0 MB - 0%
[1455098338] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Memory;OK;notify-service-by-email;[MEMORY] Total: 7984 MB - Used: 554 MB - 6% [SWAP] Total: 0 MB - Used: 0 MB - 0%
[1455098338] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Memory;OK;notify-service-by-email;[MEMORY] Total: 7984 MB - Used: 554 MB - 6% [SWAP] Total: 0 MB - Used: 0 MB - 0%
